site	layer	kind	component	alive_start	alive_answer-ce	max_ci_answer-ce	alive_integers	max_ci_integers	alive_last-pos-ceiling	max_ci_last-pos-ceiling	effect_run	effect_run_add	effect_run_sub	impairs_frac_run	impairs_frac_run_add	impairs_frac_run_sub	active_frac_run	ablated_dscore_run	ablated_dacc_run	swept_dkl_run	swept_dinteger_kl_run	swept_danswer_ce_run	swept_daccuracy_run	effect_answer-ce	effect_answer-ce_add	effect_answer-ce_sub	impairs_frac_answer-ce	impairs_frac_answer-ce_add	impairs_frac_answer-ce_sub	active_frac_answer-ce	ablated_dscore_answer-ce	ablated_dacc_answer-ce	swept_dkl_answer-ce	swept_dinteger_kl_answer-ce	swept_danswer_ce_answer-ce	swept_daccuracy_answer-ce	effect_integers	effect_integers_add	effect_integers_sub	impairs_frac_integers	impairs_frac_integers_add	impairs_frac_integers_sub	active_frac_integers	ablated_dscore_integers	ablated_dacc_integers	swept_dkl_integers	swept_dinteger_kl_integers	swept_danswer_ce_integers	swept_daccuracy_integers
layers.27.mlp.down_proj	27	mlp.down_proj	245	1	1	0.398438	1	1	1	1	-2.95135e-06	-3.41877e-10	-5.90237e-06	0.00825	0.0001	0.0164	0.06725			2.39909e-06	2.01911e-06	9.10759e-05	0	1.8799e-07	-5.53176e-11	3.76034e-07				0.0057			0	0	0	0	-2.53209e-06	-1.95327e-10	-5.06398e-06	0.0061	0.0001	0.0121	0.0531			-4.76837e-07	-1.47521e-06	-1.04904e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	246	1	1	1	1	1	1	1	-0.000538941	-0.00107788	0	0.0009	0.0018	0	0.0298			-2.29031e-05	-1.28411e-05	0.000372171	0	-6.92654e-06	-1.38531e-05	0				0.0269			-0.00369501	-0.00259304	6.07967e-06	0	-0.000508208	-0.00101642	0	0.001	0.002	0	0.0282			7.37086e-05	8.61436e-05	0.000730515	0
layers.27.mlp.down_proj	27	mlp.down_proj	248	1	1	1	1	1	1	1	-1.56034e-06	0	-3.12069e-06	0.0165	0	0.033	0.0733			-2.89083e-06	1.79932e-06	-1.12057e-05	0	-1.1217e-06	0	-2.2434e-06				0.053			-9.53674e-05	5.126e-05	-6.42538e-05	0	-1.64984e-06	0	-3.29969e-06	0.0145	0	0.029	0.0714			-5.21541e-07	-1.41561e-07	-1.57356e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	254	1	1	1	1	1	1	1	-0.00117032	-0.00121716	-0.00112349	0.01935	0.0112	0.0275	0.0555			0.000141405	0.000227753	0.00255275	-0.00390625	-0.000109998	-3.94449e-05	-0.00018055				0.03655			-0.00333214	-0.00280023	0.000383794	0	-0.00111161	-0.00119324	-0.00102997	0.00885	0.0086	0.0091	0.0399			8.23289e-05	0.000119552	0.00128078	-0.00390625
layers.27.mlp.down_proj	27	mlp.down_proj	269	1	1	1	1	1	1	1	0.000187219	0.000813545	-0.000439106	0.034	0.05	0.018	0.05825			5.56596e-05	4.37275e-05	0.00074172	0	-2.79276e-05	-3.61759e-06	-5.22375e-05				0.03565			-0.00460577	-0.00378537	3.65376e-05	0	0.000152361	0.000720687	-0.000415965	0.0297	0.0448	0.0146	0.0528			0.000171542	0.000184655	0.000903606	0
layers.27.mlp.down_proj	27	mlp.down_proj	273	1	1	1	0	0	1	1	1.02304e-06	1.15944e-06	8.86641e-07	0.007	0.0065	0.0075	0.01005			1.58697e-06	5.08875e-06	-3.29018e-05	0	8.43229e-06	-5.80578e-08	1.69226e-05				0.00995			1.00136e-05	9.53674e-06	-3.57628e-07	-0.00390625	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	274	1	1	0.777344	1	0.761719	1	0.78125	-2.21015e-09	0	-4.4203e-09	0.0023	0	0.0046	0.005			-5.96046e-08	-9.68575e-08	-2.38419e-07	0	-1.24094e-08	0	-2.48188e-08				0.005			0	0	0	0	3.08702e-09	0	6.17405e-09	0.00285	0	0.0057	0.005			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	277	1	1	1	1	1	1	1	1.99277e-06	-3.55255e-09	3.98909e-06	0.04355	0.03	0.0571	0.0708			3.62843e-06	1.53854e-06	-1.16825e-05	0	3.53102e-06	8.01454e-10	7.06124e-06				0.03925			-9.53674e-07	-4.07696e-05	0.000258088	0	1.42379e-06	4.92516e-07	2.35507e-06	0.04585	0.0405	0.0512	0.06005			-2.90573e-07	1.86265e-06	-1.66893e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	278	1	1	0.134766	1	0.0332031	1	0.185547	-8.09785e-07	-1.60954e-06	-1.00281e-08	0	0	0	0.0029			3.35276e-07	3.7998e-07	2.14577e-06	0	-7.65008e-11	-1.52848e-10	-1.53887e-13				0.0016			0	0	0	0	-8.08984e-09	-1.61797e-08	0	0	0	0	0.00015			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	284	1	1	1	1	1	1	1	1.93817e-05	3.87369e-05	2.64674e-08	0.04695	0.0896	0.0043	0.05015			-6.66082e-06	-4.16115e-06	-7.12872e-05	0	-6.83845e-07	-1.36769e-06	0				0.025			0.000308037	0.000267267	-1.72853e-06	0	1.51582e-05	3.03165e-05	0	0.02975	0.0595	0	0.03			-7.86781e-06	-1.03936e-05	1.14441e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	303	1	1	1	1	1	1	1	5.19532e-06	2.48152e-06	7.90912e-06	0.0332	0.0277	0.0387	0.04005			-2.70456e-06	-4.07919e-06	3.3617e-05	0	1.99567e-05	-1.89304e-06	4.18065e-05				0.04			0.000331879	0.000275135	0.000216484	0.00390625	3.7562e-06	1.33397e-06	6.17844e-06	0.0311	0.0254	0.0368	0.04			-5.24521e-06	-6.11693e-06	1.4782e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	306	1	0	0	0	0	1	1	1.88124e-05	0	3.76247e-05	0.00495	0	0.0099	0.005			1.65403e-06	2.04518e-06	6.27041e-05	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	312	1	1	1	1	1	1	1	-0.000206377	-0.000418625	5.87105e-06	0.0216	0.0295	0.0137	0.04205			6.64592e-06	7.46548e-06	-3.26633e-05	0	-5.05837e-06	-1.01171e-05	3.65172e-10				0.0229			-0.000464916	-0.000371218	5.1856e-06	0	-0.000163653	-0.000327423	1.17517e-07	0.0096	0.0178	0.0014	0.0261			-3.48762e-05	-1.47671e-05	4.05312e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	324	1	1	1	1	1	1	1	3.29344e-06	-1.20001e-10	6.58699e-06	0.05445	0.0001	0.1088	0.1218			-8.94442e-06	-5.10365e-07	-1.78814e-05	0	4.37742e-06	-1.02576e-11	8.75485e-06				0.1052			-5.72205e-06	-2.7895e-05	0.000111639	0	3.27878e-06	-2.27176e-10	6.55779e-06	0.05265	0.0001	0.1052	0.1119			3.39001e-05	2.74926e-05	-3.76701e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	327	1	1	1	1	1	1	1	2.00465e-05	-5.36087e-06	4.54538e-05	0.0673	0.0295	0.1051	0.1111			1.12914e-05	1.05016e-05	-0.000252485	0	3.76623e-05	-9.95885e-07	7.63204e-05				0.09675			0.000152111	7.93934e-05	0.000290215	0	1.73855e-05	-3.10515e-06	3.78762e-05	0.06005	0.0332	0.0869	0.09			5.24521e-06	-1.00136e-05	5.00679e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	336	1	1	0.691406	1	1	1	1	2.76089e-06	-5.54006e-07	6.07579e-06	0.1628	0.1504	0.1751	0.3029			-2.00346e-05	-2.08989e-05	-0.000156879	0	2.04983e-06	-2.91086e-07	4.39074e-06				0.0764			4.76837e-05	2.59876e-05	-4.32134e-05	0	3.40014e-06	5.13205e-07	6.28708e-06	0.0609	0.0522	0.0696	0.1008			1.84104e-05	2.25008e-05	0.000284672	0
layers.27.mlp.down_proj	27	mlp.down_proj	358	1	1	1	1	1	1	1	1.59493e-06	0	3.18986e-06	0.019	0	0.038	0.035			-1.49012e-07	-1.05053e-06	1.78814e-05	0	5.60793e-07	0	1.12159e-06				0.02345			0	0	0	0	6.14225e-07	0	1.22845e-06	0.00815	0	0.0163	0.015			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	363	1	0	0	0	0	0	0	1.45315e-13	0	2.90629e-13	5e-05	0	0.0001	5e-05			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	364	1	0	0	0	0	0	0	1.27878e-09	0	2.55757e-09	0.0006	0	0.0012	0.0006			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	365	1	1	1	1	1	1	1	-0.000570951	-0.00111282	-2.9086e-05	0.0044	0.0083	0.0005	0.02205			3.27714e-05	4.6324e-05	0.000745535	0	-9.32557e-06	-1.85162e-05	-1.34905e-07				0.0155			-0.000432491	-0.000385523	4.52995e-06	0	-0.000412199	-0.000815928	-8.46981e-06	0.00215	0.0041	0.0002	0.0169			-1.14813e-05	-1.30236e-05	-1.71661e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	381	1	1	1	1	1	1	1	-2.25942e-05	-1.51083e-05	-3.00801e-05	0.00405	0.0042	0.0039	0.0438			6.02752e-06	1.06916e-05	7.08103e-05	0	-8.47135e-06	-8.76791e-07	-1.60659e-05				0.04315			4.29153e-06	-1.71661e-05	2.86102e-05	0	-2.17517e-05	-1.48258e-05	-2.86776e-05	0.00525	0.006	0.0045	0.0432			2.12491e-05	2.4952e-05	-0.00011301	0
layers.27.mlp.down_proj	27	mlp.down_proj	383	1	1	1	1	1	1	1	4.47673e-06	-1.2311e-06	1.01846e-05	0.0225	0.0017	0.0433	0.0602			-4.72367e-06	-1.03749e-05	-0.000118017	0	3.64335e-06	-4.50817e-07	7.73751e-06				0.0574			-1.90735e-05	-1.5974e-05	9.94802e-05	0	2.8659e-06	-7.61554e-07	6.49336e-06	0.02205	0.002	0.0421	0.0554			1.04308e-07	9.68575e-08	-8.10623e-06	0
layers.27.mlp.down_proj	27	mlp.down_proj	390	1	1	1	1	1	1	1	7.46829e-06	1.22278e-07	1.48143e-05	0.0436	0.0089	0.0783	0.0669			-5.57303e-06	-3.70666e-06	-4.76837e-05	0	3.99669e-06	2.15913e-09	7.99122e-06				0.0274			4.76837e-06	-6.67572e-06	-3.21865e-06	0	8.09671e-06	1.57888e-13	1.61934e-05	0.03775	0.0002	0.0753	0.05265			1.83284e-06	-3.62098e-06	-0.00013113	0
layers.27.mlp.down_proj	27	mlp.down_proj	394	1	1	1	1	1	1	1	-7.81618e-07	-6.55744e-07	-9.07492e-07	0.0134	0.0004	0.0264	0.0401			7.97212e-07	-5.05894e-06	2.59876e-05	0	-7.593e-07	0	-1.5186e-06				0.0203			-5.14984e-05	-5.60284e-05	2.31266e-05	0	1.00577e-07	0	2.01155e-07	0.0066	0	0.0132	0.02			4.47035e-07	3.35276e-07	1.7643e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	396	1	1	1	1	1	1	1	2.20937e-05	4.21405e-05	2.0469e-06	0.05425	0.0987	0.0098	0.07695			-3.06964e-05	-2.81781e-05	-8.82149e-05	0	-7.7756e-06	-2.56907e-05	1.01395e-05				0.06985			-0.000443459	-0.000448942	7.02739e-05	0	2.8867e-05	5.61663e-05	1.56769e-06	0.04655	0.0856	0.0075	0.05475			-1.17719e-06	-4.27663e-06	0.000191689	0
layers.27.mlp.down_proj	27	mlp.down_proj	397	1	1	1	1	1	1	1	7.20913e-07	1.43737e-06	4.45657e-09	0.07795	0.152	0.0039	0.0973			7.25687e-06	4.82798e-06	2.31266e-05	0	-3.66065e-07	-7.31161e-07	-9.67875e-10				0.0904			-1.90735e-06	-3.09944e-06	0	0	2.63889e-07	5.27403e-07	3.75243e-10	0.024	0.047	0.001	0.0289			-1.72853e-06	-1.77324e-06	3.8147e-06	0
layers.27.mlp.down_proj	27	mlp.down_proj	407	1	1	1	1	1	1	1	5.10403e-06	0	1.02081e-05	0.02885	0	0.0577	0.035			-7.04825e-06	-6.42985e-06	-3.57628e-05	0	-2.81721e-06	0	-5.63443e-06				0.035			-2.86102e-05	3.21865e-05	-0.000148475	0	6.55737e-06	0	1.31147e-05	0.02835	0	0.0567	0.035			1.3411e-06	5.97537e-06	6.58035e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	414	1	0	0	0	0	1	0.3125	1.01778e-08	7.18646e-12	2.03485e-08	0.00375	0.0001	0.0074	0.00375			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	417	1	1	1	1	1	1	1	-0.00018738	-0.0003748	4.09216e-08	0.001	0.0017	0.0003	0.01005			3.0566e-05	2.95974e-05	0.000151157	0	-3.03601e-06	-6.07201e-06	0				0.00835			-0.000272274	-0.000218868	5.96046e-08	0	-0.000180587	-0.000361214	3.97399e-08	0.0008	0.0013	0.0003	0.00925			2.4721e-05	2.26945e-05	9.10759e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	423	1	1	1	1	1	1	1	1.20996e-07	2.41992e-07	0	0.00455	0.0091	0	0.005			-2.27243e-07	-4.58211e-07	-2.6226e-06	0	-7.16849e-09	-1.4337e-08	0				0.005			0	0	0	0	1.1359e-07	2.2718e-07	0	0.00455	0.0091	0	0.005			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	425	1	1	1	0	0	1	1	6.05009e-07	0	1.21002e-06	0.00395	0	0.0079	0.005			-1.31875e-06	-1.03191e-06	9.29832e-06	0	2.09544e-07	0	4.19089e-07				0.005			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	436	1	0	0	0	0	1	0.0234375	-1.3013e-12	-2.60261e-12	0	0	0	0	5e-05			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	455	1	1	1	1	1	1	1	-4.6838e-05	0	-9.36759e-05	0.00535	0	0.0107	0.02			3.47197e-06	1.53668e-05	0.00029397	0	-6.32031e-05	0	-0.000126406				0.02			8.05855e-05	0.000141859	0.000201881	0.00390625	-3.62222e-05	0	-7.24445e-05	0.0053	0	0.0106	0.02			-2.90573e-06	5.03659e-06	7.53403e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	461	1	1	1	1	1	1	1	-0.000515872	-0.000984426	-4.73187e-05	0.00045	0.0004	0.0005	0.01495			4.35561e-05	7.77841e-05	0.000845194	0	-2.53482e-06	-4.31618e-06	-7.53447e-07				0.0126			-0.000587463	-0.000522852	5.06639e-06	0	-0.000440378	-0.000855448	-2.53082e-05	0.00025	0.0004	0.0001	0.01235			9.59635e-06	1.10939e-05	1.71661e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	472	1	1	1	1	1	1	1	2.93306e-06	-4.69532e-07	6.33566e-06	0.03525	0.0162	0.0543	0.0604			3.76254e-06	-1.04308e-06	-1.43051e-06	0	5.26044e-06	-9.7178e-08	1.06181e-05				0.0602			0.000104427	3.21865e-05	0.00013262	0	1.54722e-06	-1.83804e-07	3.27825e-06	0.02005	0.0115	0.0286	0.03005			2.75671e-07	1.19209e-06	-0.000146389	0
layers.27.mlp.down_proj	27	mlp.down_proj	480	1	1	1	1	1	1	1	-0.000515211	-0.000972128	-5.82937e-05	0.0074	0.0137	0.0011	0.0256			2.53692e-05	2.3067e-05	0.000133276	0	-1.36118e-06	-4.79303e-06	2.07068e-06				0.02015			-0.00423145	-0.00305724	-6.3777e-06	0	-0.000511503	-0.00097044	-5.2567e-05	0.0079	0.0146	0.0012	0.0245			0.000142947	0.000125885	0.00106049	0
layers.27.mlp.down_proj	27	mlp.down_proj	489	1	1	0.898438	1	1	1	1	1.79206e-05	3.58377e-05	3.36021e-09	0.0926	0.1851	0.0001	0.1051			-2.44379e-05	-2.5183e-05	-0.000158787	0	-4.07243e-08	-8.14486e-08	0				0.063			4.673e-05	4.79221e-05	-3.57628e-07	0	1.8248e-05	3.64952e-05	8.32416e-10	0.0818	0.1635	0.0001	0.09055			-1.70171e-05	-3.47272e-05	-6.91414e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	490	1	1	1	1	1	1	1	4.18857e-05	-4.06419e-09	8.37754e-05	0.1894	0.001	0.3778	0.2551			9.43244e-06	1.44057e-05	9.75132e-05	0	-2.73691e-05	0	-5.47382e-05				0.1458			9.72748e-05	6.22272e-05	-0.000368178	0	3.73621e-05	0	7.47241e-05	0.1774	0	0.3548	0.2284			3.39299e-05	4.11868e-05	6.58035e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	541	1	1	1	1	1	1	1	7.29107e-06	1.4329e-05	2.53161e-07	0.02935	0.0483	0.0104	0.03165			2.78652e-06	4.64171e-06	3.79086e-05	0	-1.93941e-07	-3.73817e-07	-1.40647e-08				0.02145			0	0	0	0	2.5746e-06	5.1492e-06	0	0.0143	0.0286	0	0.0153			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	552	1	0	0	1	1	1	1	-8.33526e-07	-1.15551e-06	-5.11537e-07	0.01	0.006	0.014	0.0612			9.99495e-06	1.60635e-05	5.36442e-05	0	0	0	0				0			0	0	0	0	-2.16041e-07	-3.86654e-07	-4.54275e-08	0.00255	0.0026	0.0025	0.01005			-1.49012e-08	-2.98023e-08	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	559	1	1	0.0429688	1	1	1	1	3.5803e-07	4.80365e-08	6.68024e-07	0.0131	0.0134	0.0128	0.02			-5.02914e-07	2.68221e-07	-2.6226e-06	0	2.14081e-10	0	4.28162e-10				0.0019			0	0	0	0	9.23202e-08	1.30425e-09	1.83336e-07	0.0062	0.0048	0.0076	0.01			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	586	1	1	1	1	1	1	1	-4.51175e-05	-3.60239e-05	-5.42112e-05	0.00265	0.0009	0.0044	0.02265			1.9975e-05	2.42144e-05	9.13143e-05	0	-8.04285e-07	-1.19655e-06	-4.12024e-07				0.022			-0.000257492	-0.00016737	8.76188e-06	0	-3.97117e-05	-3.58953e-05	-4.35281e-05	0.0026	0.0012	0.004	0.02115			1.11759e-06	6.59376e-06	0.00018549	0
layers.27.mlp.down_proj	27	mlp.down_proj	594	1	1	0.046875	1	1	1	1	2.38029e-06	-9.6143e-08	4.85672e-06	0.0595	0.005	0.114	0.08495			-8.57562e-06	-1.01738e-05	-3.6478e-05	0	-3.766e-10	0	-7.53199e-10				0.00045			0	0	0	0	2.65612e-06	-1.74272e-08	5.32968e-06	0.056	0.0026	0.1094	0.0808			5.76675e-06	9.17912e-06	-6.00815e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	599	1	1	1	1	1	1	1	-0.000273999	-0.000548002	5.17368e-09	0.00165	0.0032	0.0001	0.0184			5.40987e-05	7.06241e-05	0.000391722	0	-1.12741e-06	-2.25481e-06	0				0.01345			-0.00159025	-0.000982046	7.15256e-07	0	-0.000175755	-0.000351512	2.23219e-09	0.00065	0.0012	0.0001	0.0133			-6.02007e-06	3.8594e-05	0.000252247	0
layers.27.mlp.down_proj	27	mlp.down_proj	604	1	1	1	1	1	1	1	1.28009e-06	0	2.56018e-06	0.0257	0	0.0514	0.03			-3.94881e-07	1.3411e-07	-1.90735e-05	0	-2.8529e-07	0	-5.70581e-07				0.02925			-2.57492e-05	2.6226e-06	-1.60933e-05	0	1.28806e-06	0	2.57612e-06	0.0258	0	0.0516	0.03			6.70552e-07	2.5481e-06	1.19209e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	608	1	1	1	1	1	1	1	7.46723e-07	8.10409e-07	6.83037e-07	0.02515	0.0261	0.0242	0.03255			2.25008e-06	1.17347e-06	-1.83582e-05	0	5.85768e-07	-3.54455e-09	1.17508e-06				0.03085			0	0	0	0	6.30963e-07	6.01843e-07	6.60082e-07	0.0171	0.0161	0.0181	0.02065			-1.49012e-08	-2.98023e-08	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	616	1	1	1	1	1	1	1	-9.12976e-07	-3.5203e-09	-1.82243e-06	0.03045	0.0003	0.0606	0.09675			9.83849e-06	1.04308e-05	0.000109434	0	3.63639e-07	1.05978e-09	7.26217e-07				0.05365			1.43051e-05	-6.91414e-06	1.78814e-07	0	-1.30864e-07	-9.94102e-10	-2.60733e-07	0.02545	0.0002	0.0507	0.0837			3.8743e-06	2.88337e-06	-5.19753e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	633	1	0	0	0	0	0	0	1.79716e-12	3.59432e-12	0	5e-05	0.0001	0	5e-05			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	689	1	1	1	1	1	1	1	1.35427e-05	0	2.70855e-05	0.06825	0	0.1365	0.1			4.79072e-06	2.15322e-06	1.71661e-05	0	3.75071e-06	0	7.50142e-06				0.1			-3.62396e-05	3.76701e-05	-5.24521e-05	0	8.79854e-06	0	1.75971e-05	0.07005	0	0.1401	0.095			2.98023e-08	-1.02893e-05	-4.76837e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	690	1	1	1	1	1	1	1	3.86796e-06	5.48634e-06	2.24957e-06	0.1078	0.1086	0.107	0.1662			6.3777e-06	1.14813e-05	0.000426054	-0.00195312	1.6086e-05	-1.00508e-07	3.22726e-05				0.133			0.000141144	9.89437e-05	9.05395e-05	0	3.59152e-06	3.2551e-06	3.92793e-06	0.0726	0.0656	0.0796	0.09745			1.87159e-05	2.27839e-05	8.7738e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	694	1	1	1	1	1	1	1	0.000167615	0	0.000335231	0.03365	0	0.0673	0.035			8.07643e-06	6.1132e-06	-0.000115395	0	-0.000161665	0	-0.00032333				0.035			0.000155449	9.77516e-06	0.000320613	0	0.000157183	0	0.000314366	0.02895	0	0.0579	0.03			1.45435e-05	1.92896e-05	0.000187874	0
layers.27.mlp.down_proj	27	mlp.down_proj	706	1	1	1	1	1	1	1	-4.38764e-06	0	-8.77529e-06	0.0038	0	0.0076	0.03005			-1.38208e-06	5.46128e-06	3.48091e-05	0	6.0995e-06	0	1.2199e-05				0.03005			3.86238e-05	-4.14848e-05	0.000137746	0	-5.3693e-06	0	-1.07386e-05	0.0037	0	0.0074	0.03005			8.9705e-06	8.02428e-06	0.000252247	0
layers.27.mlp.down_proj	27	mlp.down_proj	715	1	1	1	1	0.867188	1	1	1.32177e-07	0	2.64355e-07	0.0028	0	0.0056	0.0029			0	-3.72529e-09	0	0	7.55296e-10	0	1.51059e-09				0.0026			0	0	0	0	4.69038e-08	0	9.38075e-08	0.0019	0	0.0038	0.00215			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	722	1	0	0	0	0	0	0	-4.49324e-13	0	-8.98649e-13	5e-05	0	0.0001	0.00015			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	723	1	1	1	1	1	1	1	-0.00191178	-0.00382614	2.57883e-06	0.0082	0.0149	0.0015	0.0191			0.000553362	0.000673961	0.00461411	-0.00195312	-0.000420797	-0.000841595	1.03733e-09				0.0096			-0.00164843	-0.00170684	0.000252843	0	-0.00183232	-0.00366722	2.57621e-06	0.0074	0.0139	0.0009	0.01725			3.41162e-05	3.88026e-05	0.000372887	0
layers.27.mlp.down_proj	27	mlp.down_proj	725	1	1	0.0859375	0	0	1	0.125	1.41254e-12	0	2.82507e-12	0.0001	0	0.0002	0.0001			0	0	0	0	-1.27791e-15	0	-2.55582e-15				0.0001			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	757	1	1	0.851562	1	1	1	1	1.38112e-07	2.82718e-07	-6.49361e-09	0.00515	0.0102	0.0001	0.0055			7.77468e-06	6.77258e-06	-3.69549e-05	0	-2.73101e-09	-6.07333e-09	6.1132e-10				0.00515			0	0	0	0	1.3996e-07	2.80127e-07	-2.06195e-10	0.00485	0.0097	0	0.0051			5.96046e-08	-4.47035e-08	2.38419e-06	0
layers.27.mlp.down_proj	27	mlp.down_proj	774	1	1	1	1	1	1	1	1.99016e-08	3.96768e-08	1.26357e-10	0.01225	0.0244	0.0001	0.027			-1.15484e-07	-5.7742e-07	-3.57628e-06	0	-1.09943e-08	-2.19886e-08	0				0.0257			1.14441e-05	1.35899e-05	0	0	-2.54111e-08	-5.08222e-08	0	0.00895	0.0179	0	0.0253			-1.19209e-07	6.70552e-08	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	776	1	1	1	1	1	1	1	7.34789e-06	1.33847e-05	1.31111e-06	0.03865	0.0706	0.0067	0.05005			-3.07783e-05	-3.49618e-05	-0.000169516	0	-6.90124e-06	-1.41878e-05	3.85329e-07				0.0465			-1.81198e-05	-2.7895e-05	-5.96046e-08	0	1.32151e-05	2.60223e-05	4.07977e-07	0.0405	0.0778	0.0032	0.04745			7.6592e-06	8.3074e-06	9.48906e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	779	1	0	0	1	1	1	1	3.85194e-07	7.74905e-07	-4.51633e-09	0.0072	0.0097	0.0047	0.01015			2.10851e-06	1.82167e-06	6.4373e-05	0	0	0	0				0			0	0	0	0	3.37886e-07	6.7072e-07	5.05191e-09	0.007	0.0097	0.0043	0.01			4.18723e-06	8.42661e-06	3.95775e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	786	1	0	0	0	0	0	0	-4.38394e-11	-8.76229e-11	-5.58657e-14	0	0	0	0.0001			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	792	1	0	0	0	0	0	0	3.30374e-12	0	6.60748e-12	0.0001	0	0.0002	0.00015			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	806	1	1	0.126953	1	1	1	1	-3.2459e-09	-6.4918e-09	0	0.0009	0.0018	0	0.0018			0	0	0	0	-1.42188e-11	-2.84375e-11	0				0.0003			0	0	0	0	-1.34203e-09	-2.68407e-09	0	0.00065	0.0013	0	0.0013			0	0	0	0
layers.27.mlp.down_proj	27	mlp.down_proj	818	1	1	1	1	1	1	1	-0.000145045	-0.00028817	-1.91962e-06	0.0009	0.0016	0.0002	0.00985			4.32134e-07	3.50177e-07	7.39098e-06	0	-1.29475e-06	-2.50743e-06	-8.20767e-08				0.00765			-3.09944e-05	-3.60012e-05	0	0	-0.000115134	-0.000228932	-1.33602e-06	0.00055	0.0011	0	0.00785			-5.46873e-06	-2.27988e-06	1.4782e-05	0
layers.27.mlp.down_proj	27	mlp.down_proj	823	1	1	1	1	1	1	1	-0.00028846	-3.15022e-06	-0.00057377	0.0038	0.0009	0.0067	0.0129			1.32248e-06	2.35066e-06	1.66893e-06	0	-4.89577e-05	-8.10074e-10	-9.79146e-05				0.00555			-0.00152969	-0.00115252	7.98702e-06	0	-0.000282583	-2.49402e-06	-0.000562672	0.00355	0.0006	0.0065	0.0118			-1.17123e-05	1.5907e-05	0.000448227	0
